发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141110145410,开,关,开,48°C,50%,0,0分钟,50°C
20141110145416,开,关,开,47°C,50%,0,0分钟,50°C
20141110145422,开,关,开,48°C,50%,0,0分钟,50°C
20141110145428,开,关,开,47°C,50%,0,0分钟,50°C
20141110145434,开,关,开,48°C,50%,0,0分钟,50°C
20141110145440,开,关,开,47°C,50%,0,0分钟,50°C
20141110145446,开,关,开,48°C,50%,0,0分钟,50°C
20141110145452,开,关,开,47°C,50%,0,0分钟,50°C
20141110145504,开,关,开,48°C,50%,0,0分钟,50°C
20141110145510,开,关,开,48°C,50%,0,0分钟,50°C
20141110145516,开,关,开,47°C,50%,0,0分钟,50°C
20141110145522,开,关,开,48°C,50%,0,0分钟,50°C
20141110145535,开,关,开,47°C,50%,0,0分钟,50°C
20141110145541,开,关,开,48°C,50%,0,0分钟,50°C
20141110145547,开,关,开,47°C,50%,0,0分钟,50°C
20141110145559,开,关,开,48°C,50%,0,0分钟,50°C
20141110145605,开,关,开,47°C,50%,0,0分钟,50°C
20141110145617,开,关,开,48°C,50%,0,0分钟,50°C
20141110145629,开,关,开,47°C,50%,0,0分钟,50°C
20141110145641,开,关,开,48°C,50%,0,0分钟,50°C
20141110145659,开,关,开,47°C,50%,0,0分钟,50°C
20141110145705,开,关,开,48°C,50%,0,0分钟,50°C
20141110145724,开,关,开,47°C,50%,0,0分钟,50°C
20141110145730,开,关,开,48°C,50%,0,0分钟,50°C
20141110145736,开,关,开,47°C,50%,0,0分钟,50°C
20141110145748,开,关,开,48°C,50%,0,0分钟,50°C
20141110145806,开,关,开,47°C,50%,0,0分钟,50°C
20141110145818,开,关,开,48°C,50%,0,0分钟,50°C
20141110145824,开,关,开,47°C,50%,0,0分钟,50°C
20141110145830,开,关,开,48°C,50%,0,0分钟,50°C
20141110145836,开,关,开,47°C,50%,0,0分钟,50°C
20141110145842,开,关,开,48°C,50%,0,0分钟,50°C
20141110145848,开,关,开,47°C,50%,0,0分钟,50°C
20141110145900,开,关,开,48°C,50%,0,0分钟,50°C
20141110145919,开,关,开,47°C,50%,0,0分钟,50°C
20141110145925,开,关,开,48°C,50%,0,0分钟,50°C
20141110145931,开,关,开,47°C,50%,0,0分钟,50°C
20141110145943,开,关,开,48°C,50%,0,0分钟,50°C
20141110150001,开,关,开,47°C,50%,0,0分钟,50°C
20141110150007,开,关,开,48°C,50%,0,0分钟,50°C
20141110150013,开,关,开,47°C,50%,0,0分钟,50°C
20141110150019,开,关,开,48°C,50%,0,0分钟,50°C
20141110150327,开,关,开,47°C,50%,0,0分钟,50°C
20141110150339,开,关,开,48°C,50%,0,0分钟,50°C
20141110154906,开,关,开,47°C,50%,0,0分钟,50°C
20141110154912,开,开,关,47°C,50%,35,4分钟,50°C
20141110154914,开,开,关,47°C,50%,36,4分钟,50°C
20141110154920,开,开,关,47°C,50%,50,4分钟,50°C
20141110154924,开,开,关,47°C,50%,50,3分钟,50°C
20141110154926,开,开,关,47°C,50%,48,3分钟,50°C
20141110154928,开,开,关,47°C,50%,50,3分钟,50°C
20141110154930,开,开,关,47°C,50%,48,3分钟,50°C
20141110154936,开,开,关,47°C,50%,50,3分钟,50°C
20141110154938,开,开,关,47°C,50%,48,3分钟,50°C
20141110154940,开,开,关,47°C,50%,50,3分钟,50°C
20141110154942,开,开,关,47°C,50%,51,3分钟,50°C
20141110154947,开,开,关,47°C,50%,48,3分钟,50°C
20141110155000,开,开,关,47°C,50%,50,3分钟,50°C
20141110155001,开,开,关,47°C,50%,28,3分钟,50°C
20141110155021,开,开,关,47°C,50%,30,3分钟,50°C
20141110155023,开,开,关,47°C,50%,28,2分钟,50°C
20141110155029,开,开,关,47°C,50%,30,2分钟,50°C
20141110155031,开,开,关,47°C,50%,28,2分钟,50°C
20141110155035,开,开,关,47°C,50%,30,2分钟,50°C
20141110155037,开,开,关,47°C,50%,28,2分钟,50°C
20141110155041,开,开,关,47°C,50%,30,2分钟,50°C
20141110155043,开,开,关,47°C,50%,28,2分钟,50°C
20141110155047,开,开,关,47°C,50%,30,2分钟,50°C
20141110155049,开,开,关,47°C,50%,28,2分钟,50°C
20141110155053,开,开,关,47°C,50%,30,2分钟,50°C
20141110155055,开,开,关,47°C,50%,28,2分钟,50°C
20141110155103,开,开,关,47°C,50%,30,2分钟,50°C
20141110155105,开,开,关,47°C,50%,28,2分钟,50°C
20141110155121,开,开,关,47°C,50%,30,2分钟,50°C
20141110155123,开,开,关,47°C,50%,28,1分钟,50°C
20141110155125,开,开,关,47°C,50%,31,1分钟,50°C
20141110155140,开,开,关,47°C,50%,30,1分钟,50°C
20141110155144,开,开,关,47°C,50%,30,1分钟,50°C
20141110155146,开,开,关,47°C,50%,31,1分钟,50°C
20141110155150,开,开,关,47°C,50%,28,1分钟,50°C
20141110155152,开,开,关,47°C,50%,31,1分钟,50°C
20141110155202,开,开,关,47°C,50%,30,1分钟,50°C
20141110155204,开,开,关,47°C,50%,28,1分钟,50°C
20141110155208,开,开,关,47°C,50%,30,1分钟,50°C
20141110155210,开,开,关,47°C,50%,28,1分钟,50°C
20141110155222,开,开,关,47°C,50%,30,1分钟,50°C
20141110155228,开,开,关,47°C,50%,30,0分钟,50°C
20141110155230,开,开,关,47°C,50%,20,0分钟,50°C
20141110155232,开,开,关,46°C,50%,27,5分钟,50°C
20141110155234,开,开,关,46°C,50%,26,5分钟,50°C
20141110155240,开,开,关,46°C,50%,22,5分钟,50°C
20141110155242,开,开,关,46°C,50%,23,5分钟,50°C
20141110155258,开,开,关,47°C,50%,22,4分钟,50°C
20141110155300,开,开,关,47°C,50%,23,3分钟,50°C
20141110155302,开,开,关,46°C,50%,21,5分钟,50°C
20141110155310,开,开,关,46°C,50%,22,5分钟,50°C
20141110155312,开,开,关,46°C,50%,17,5分钟,50°C
20141110155314,开,开,关,47°C,50%,20,4分钟,50°C
20141110155319,开,开,关,47°C,50%,18,4分钟,50°C
20141110155320,开,开,关,46°C,50%,20,5分钟,50°C
20141110155322,开,开,关,46°C,50%,21,5分钟,50°C
20141110155327,开,开,关,46°C,50%,20,5分钟,50°C
20141110155329,开,开,关,46°C,50%,21,5分钟,50°C
20141110155333,开,开,关,46°C,50%,20,5分钟,50°C
20141110155335,开,开,关,46°C,50%,21,5分钟,50°C
20141110155337,开,开,关,46°C,50%,20,5分钟,50°C
20141110155345,开,开,关,46°C,50%,22,5分钟,50°C
20141110155347,开,开,关,46°C,50%,23,5分钟,50°C
20141110155349,开,开,关,46°C,50%,31,5分钟,50°C
20141110155401,开,开,关,46°C,50%,23,5分钟,50°C
20141110155407,开,开,关,46°C,50%,23,4分钟,50°C
20141110155409,开,开,关,46°C,50%,22,4分钟,50°C
20141110155411,开,开,关,46°C,50%,23,4分钟,50°C
20141110155413,开,开,关,46°C,50%,22,4分钟,50°C
20141110155417,开,开,关,46°C,50%,23,4分钟,50°C
20141110155427,开,开,关,46°C,50%,22,4分钟,50°C
20141110155442,开,开,关,46°C,50%,23,4分钟,50°C
20141110155445,开,开,关,46°C,50%,22,4分钟,50°C
20141110155451,开,开,关,46°C,50%,23,4分钟,50°C
20141110155453,开,开,关,46°C,50%,22,4分钟,50°C
20141110155455,开,开,关,46°C,50%,23,4分钟,50°C
20141110155457,开,开,关,46°C,50%,22,4分钟,50°C
20141110155501,开,开,关,46°C,50%,23,4分钟,50°C
20141110155503,开,开,关,46°C,50%,22,3分钟,50°C
20141110155511,开,开,关,46°C,50%,23,3分钟,50°C
20141110155518,开,开,关,46°C,50%,22,3分钟,50°C
20141110155522,开,开,关,46°C,50%,23,3分钟,50°C
20141110155526,开,开,关,46°C,50%,22,3分钟,50°C
20141110155550,开,开,关,46°C,50%,26,3分钟,50°C
20141110155552,开,开,关,46°C,50%,27,3分钟,50°C
20141110155554,开,开,关,46°C,50%,26,3分钟,50°C
20141110155556,开,开,关,46°C,50%,25,3分钟,50°C
20141110155558,开,开,关,46°C,50%,26,3分钟,50°C
20141110155600,开,开,关,46°C,50%,27,3分钟,50°C
20141110155602,开,开,关,46°C,50%,26,3分钟,50°C
20141110155618,开,开,关,46°C,50%,26,2分钟,50°C
20141110155620,开,开,关,46°C,50%,27,2分钟,50°C
20141110155628,开,开,关,46°C,50%,26,2分钟,50°C
20141110155630,开,开,关,46°C,50%,25,2分钟,50°C
20141110155632,开,开,关,46°C,50%,26,2分钟,50°C
20141110155638,开,开,关,45°C,50%,26,7分钟,50°C
20141110155715,开,开,关,45°C,50%,26,6分钟,50°C
20141110155717,开,开,关,45°C,50%,25,6分钟,50°C
20141110155721,开,开,关,45°C,50%,26,6分钟,50°C
20141110155725,开,开,关,44°C,25%,26,8分钟,50°C
20141110155727,开,开,关,44°C,25%,25,8分钟,50°C
20141110155729,开,开,关,44°C,25%,26,8分钟,50°C
20141110155731,开,开,关,44°C,25%,27,8分钟,50°C
20141110155745,开,开,关,44°C,25%,26,8分钟,50°C
20141110155747,开,开,关,44°C,25%,25,8分钟,50°C
20141110155751,开,开,关,44°C,25%,26,8分钟,50°C
20141110155753,开,开,关,43°C,25%,26,9分钟,50°C
20141110155755,开,开,关,43°C,25%,27,9分钟,50°C
20141110155815,开,开,关,43°C,25%,26,9分钟,50°C
20141110155829,开,开,关,42°C,25%,26,11分钟,50°C
20141110155831,开,开,关,42°C,25%,25,11分钟,50°C
20141110155833,开,开,关,42°C,25%,26,11分钟,50°C
20141110155848,开,开,关,41°C,25%,26,12分钟,50°C
20141110155850,开,开,关,41°C,25%,25,12分钟,50°C
20141110155858,开,开,关,41°C,25%,26,12分钟,50°C
20141110155904,开,开,关,40°C,25%,26,14分钟,50°C
20141110155906,开,开,关,40°C,25%,25,14分钟,50°C
20141110155908,开,开,关,40°C,25%,26,14分钟,50°C
20141110155910,开,开,关,40°C,25%,25,14分钟,50°C
20141110155912,开,开,关,39°C,25%,27,15分钟,50°C
20141110155914,开,开,关,39°C,25%,25,15分钟,50°C
20141110155916,开,开,关,39°C,25%,26,15分钟,50°C
20141110155918,开,开,关,39°C,25%,27,15分钟,50°C
20141110155924,开,开,关,38°C,25%,26,17分钟,50°C
20141110155928,开,开,关,38°C,25%,26,16分钟,50°C
20141110155930,开,开,关,38°C,25%,27,16分钟,50°C
20141110155940,开,开,关,38°C,25%,26,16分钟,50°C
20141110155950,开,开,关,37°C,25%,26,18分钟,50°C
20141110155952,开,开,关,37°C,25%,27,18分钟,50°C
20141110155954,开,开,关,36°C,25%,26,19分钟,50°C
20141110155956,开,开,关,36°C,25%,27,19分钟,50°C
20141110160004,开,开,关,36°C,25%,26,19分钟,50°C
20141110160016,开,开,关,35°C,25%,26,21分钟,50°C
20141110160018,开,开,关,35°C,25%,27,21分钟,50°C
20141110160020,开,开,关,35°C,25%,26,21分钟,50°C
20141110160022,开,开,关,35°C,25%,27,20分钟,50°C
20141110160033,开,开,关,34°C,25%,26,22分钟,50°C
20141110160034,开,开,关,34°C,25%,25,22分钟,50°C
20141110160041,开,开,关,34°C,25%,26,22分钟,50°C
20141110160047,开,开,关,33°C,25%,26,24分钟,50°C
20141110160049,开,开,关,33°C,25%,26,23分钟,50°C
20141110160053,开,开,关,33°C,25%,27,23分钟,50°C
20141110160105,开,开,关,32°C,25%,26,25分钟,50°C
20141110160111,开,开,关,31°C,25%,26,26分钟,50°C
20141110160113,开,开,关,31°C,25%,12,26分钟,50°C
20141110160135,开,开,关,31°C,25%,0,26分钟,50°C
20141110160157,开,开,关,30°C,25%,0,28分钟,50°C
20141110160159,开,开,关,30°C,25%,0,27分钟,50°C
20141110160205,开,开,关,31°C,25%,0,26分钟,50°C
20141110160228,开,开,关,30°C,25%,0,28分钟,50°C
20141110160230,开,开,关,30°C,25%,0,27分钟,50°C
20141110160326,开,开,关,31°C,25%,0,26分钟,50°C
20141110160407,开,开,关,31°C,25%,0,25分钟,50°C
20141110160439,开,开,关,32°C,25%,0,25分钟,50°C
20141110160449,开,开,关,32°C,25%,0,24分钟,50°C
20141110160455,开,开,关,33°C,25%,0,24分钟,50°C
20141110160531,开,开,关,33°C,25%,0,23分钟,50°C
20141110160614,开,开,关,34°C,25%,0,22分钟,50°C
20141110160628,开,开,关,34°C,25%,0,21分钟,50°C
20141110160642,开,开,关,35°C,25%,0,21分钟,50°C
20141110160732,开,开,关,35°C,25%,0,20分钟,50°C
20141110160809,开,开,关,36°C,25%,0,19分钟,50°C
20141110160835,开,开,关,37°C,25%,0,18分钟,50°C
20141110160909,开,开,关,37°C,25%,0,17分钟,50°C
20141110160911,开,开,关,38°C,25%,0,17分钟,50°C
20141110160946,开,开,关,38°C,25%,0,16分钟,50°C
20141110161022,开,开,关,39°C,25%,0,15分钟,50°C
20141110161040,开,开,关,39°C,25%,0,14分钟,50°C
20141110161052,开,开,关,40°C,25%,0,14分钟,50°C
20141110161123,开,开,关,40°C,25%,0,13分钟,50°C
20141110161209,开,开,关,41°C,25%,0,12分钟,50°C
20141110161229,开,开,关,41°C,25%,0,11分钟,50°C
20141110161251,开,开,关,42°C,25%,0,11分钟,50°C
20141110161331,开,开,关,42°C,25%,0,10分钟,50°C
20141110161406,开,开,关,43°C,25%,0,9分钟,50°C
20141110161438,开,开,关,44°C,25%,0,8分钟,50°C
20141110161519,开,开,关,44°C,25%,0,7分钟,50°C
20141110161524,开,开,关,44°C,25%,0,7分钟,50°C
20141110161529,开,开,关,44°C,25%,0,7分钟,50°C
20141110161534,开,开,关,45°C,25%,0,7分钟,50°C
20141110161539,开,开,关,45°C,25%,0,6分钟,50°C
20141110161544,开,开,关,45°C,25%,0,6分钟,50°C
20141110161554,开,开,关,45°C,25%,0,6分钟,50°C
20141110161601,开,开,关,45°C,25%,0,6分钟,50°C
20141110161607,开,开,关,45°C,25%,0,6分钟,50°C
20141110161611,开,开,关,45°C,25%,0,5分钟,50°C
20141110161650,开,开,关,46°C,25%,0,5分钟,50°C
20141110161716,开,开,关,46°C,25%,0,4分钟,50°C
20141110161720,开,开,关,47°C,25%,0,4分钟,50°C
20141110161722,开,开,关,47°C,25%,0,5分钟,50°C
20141110161726,开,开,关,46°C,25%,0,5分钟,50°C
20141110161728,开,开,关,46°C,25%,0,4分钟,50°C
20141110161742,开,开,关,47°C,25%,0,4分钟,50°C
20141110161833,开,开,关,47°C,25%,0,3分钟,50°C
20141110161835,开,开,关,47°C,25%,0,2分钟,50°C
20141110161921,开,开,关,48°C,25%,0,2分钟,50°C
20141110161923,开,开,关,48°C,25%,0,1分钟,50°C
20141110161947,开,开,关,49°C,25%,0,1分钟,50°C
20141110162010,开,开,关,49°C,25%,0,0分钟,50°C
20141110162012,开,关,开,50°C,100%,0,0分钟,50°C
20141110162525,开,关,开,50°C,50%,0,0分钟,50°C
20141110162527,开,开,关,50°C,50%,42,0分钟,50°C
20141110162531,开,开,关,50°C,50%,47,0分钟,50°C
20141110162533,开,开,关,50°C,50%,48,0分钟,50°C
20141110162535,开,开,关,50°C,50%,50,0分钟,50°C
20141110162537,开,开,关,50°C,50%,48,0分钟,50°C
20141110162541,开,开,关,50°C,50%,50,0分钟,50°C
20141110162543,开,开,关,50°C,50%,48,0分钟,50°C
20141110162549,开,开,关,50°C,50%,50,0分钟,50°C
20141110162550,开,开,关,50°C,50%,48,0分钟,50°C
20141110162551,开,开,关,50°C,50%,50,0分钟,50°C
20141110162553,开,开,关,50°C,50%,48,0分钟,50°C
20141110162557,开,开,关,50°C,50%,50,0分钟,50°C
20141110162559,开,开,关,50°C,50%,48,0分钟,50°C
20141110162605,开,开,关,50°C,50%,50,0分钟,50°C
20141110162607,开,开,关,50°C,50%,51,0分钟,50°C
20141110162609,开,开,关,50°C,50%,48,0分钟,50°C
20141110162613,开,开,关,50°C,50%,50,0分钟,50°C
20141110162615,开,开,关,50°C,50%,51,0分钟,50°C
20141110162623,开,开,关,50°C,50%,50,0分钟,50°C
20141110162625,开,开,关,50°C,50%,51,0分钟,50°C
20141110162627,开,开,关,50°C,50%,50,0分钟,50°C
20141110162629,开,开,关,50°C,50%,43,0分钟,50°C
20141110162631,开,开,关,50°C,50%,33,0分钟,50°C
20141110162633,开,开,关,50°C,50%,32,0分钟,50°C
20141110162641,开,开,关,50°C,50%,35,0分钟,50°C
20141110162643,开,开,关,50°C,50%,33,0分钟,50°C
20141110162645,开,开,关,50°C,50%,35,0分钟,50°C
20141110162647,开,开,关,50°C,50%,33,0分钟,50°C
20141110162651,开,开,关,50°C,50%,35,0分钟,50°C
20141110162708,开,开,关,50°C,50%,33,0分钟,50°C
20141110162720,开,开,关,50°C,50%,35,0分钟,50°C
20141110162732,开,开,关,50°C,50%,33,0分钟,50°C
20141110162738,开,开,关,50°C,50%,33,0分钟,50°C
20141110162742,开,开,关,50°C,50%,35,0分钟,50°C
20141110162746,开,开,关,50°C,50%,33,0分钟,50°C
20141110162750,开,开,关,50°C,50%,35,0分钟,50°C
20141110162758,开,开,关,50°C,50%,33,0分钟,50°C
20141110162804,开,开,关,50°C,50%,35,0分钟,50°C
20141110162811,开,开,关,50°C,50%,33,0分钟,50°C
20141110162836,开,开,关,50°C,50%,35,0分钟,50°C
20141110162838,开,开,关,50°C,50%,33,0分钟,50°C
20141110162840,开,开,关,50°C,50%,35,0分钟,50°C
20141110162842,开,开,关,50°C,50%,33,0分钟,50°C
20141110162844,开,开,关,50°C,50%,35,0分钟,50°C
20141110162847,开,开,关,50°C,50%,33,0分钟,50°C
20141110162901,开,开,关,50°C,50%,36,0分钟,50°C
20141110162907,开,开,关,50°C,50%,35,0分钟,50°C
20141110162909,开,开,关,50°C,50%,33,0分钟,50°C
20141110162911,开,开,关,50°C,50%,35,0分钟,50°C
20141110162913,开,开,关,50°C,50%,33,0分钟,50°C
20141110162915,开,开,关,50°C,50%,35,0分钟,50°C
20141110162917,开,开,关,50°C,50%,33,0分钟,50°C
20141110162929,开,开,关,50°C,50%,35,0分钟,50°C
20141110162931,开,开,关,50°C,50%,33,0分钟,50°C
20141110162933,开,开,关,50°C,50%,35,0分钟,50°C
20141110162939,开,开,关,50°C,50%,33,0分钟,50°C
20141110162951,开,开,关,50°C,50%,35,0分钟,50°C
20141110162955,开,开,关,50°C,50%,33,0分钟,50°C
20141110162957,开,关,开,50°C,100%,0,0分钟,50°C
20141110163056,开,关,开,50°C,50%,0,0分钟,50°C
20141110163104,开,关,开,49°C,50%,0,0分钟,50°C
20141110163120,开,开,关,49°C,50%,36,1分钟,50°C
20141110163130,开,开,关,49°C,50%,35,1分钟,50°C
20141110163142,开,开,关,49°C,50%,36,0分钟,50°C
20141110163146,开,开,关,49°C,50%,37,0分钟,50°C
20141110163152,开,开,关,48°C,50%,36,2分钟,50°C
20141110163200,开,开,关,48°C,50%,37,2分钟,50°C
20141110163202,开,开,关,48°C,50%,37,2分钟,50°C
20141110163210,开,开,关,48°C,50%,36,2分钟,50°C
20141110163212,开,开,关,48°C,50%,27,2分钟,50°C
20141110163217,开,开,关,48°C,50%,25,2分钟,50°C
20141110163227,开,开,关,47°C,50%,25,4分钟,50°C
20141110163229,开,开,关,47°C,50%,26,4分钟,50°C
20141110163231,开,开,关,47°C,50%,25,4分钟,50°C
20141110163233,开,开,关,47°C,50%,26,4分钟,50°C
20141110163241,开,开,关,47°C,50%,25,3分钟,50°C
20141110163253,开,开,关,46°C,50%,25,5分钟,50°C
20141110163255,开,开,关,46°C,50%,26,5分钟,50°C
20141110163257,开,开,关,46°C,50%,26,5分钟,50°C
20141110163259,开,开,关,46°C,50%,25,5分钟,50°C
20141110163305,开,开,关,45°C,50%,25,7分钟,50°C
20141110163311,开,开,关,45°C,50%,26,6分钟,50°C
20141110163317,开,开,关,44°C,50%,25,8分钟,50°C
20141110163321,开,开,关,44°C,50%,26,8分钟,50°C
20141110163323,开,开,关,44°C,50%,25,8分钟,50°C
20141110163325,开,开,关,44°C,50%,26,8分钟,50°C
20141110163329,开,开,关,44°C,50%,25,8分钟,50°C
20141110163333,开,开,关,43°C,50%,25,9分钟,50°C
20141110163337,开,开,关,43°C,50%,26,9分钟,50°C
20141110163341,开,开,关,43°C,50%,25,9分钟,50°C
20141110163343,开,开,关,42°C,25%,26,11分钟,50°C
20141110163353,开,开,关,42°C,25%,25,11分钟,50°C
20141110163359,开,开,关,41°C,25%,26,12分钟,50°C
20141110163406,开,开,关,41°C,25%,25,12分钟,50°C
20141110163418,开,开,关,40°C,25%,26,14分钟,50°C
20141110163420,开,开,关,39°C,25%,26,15分钟,50°C
20141110163422,开,开,关,39°C,25%,25,15分钟,50°C
20141110163426,开,开,关,39°C,25%,26,15分钟,50°C
20141110163428,开,开,关,39°C,25%,25,15分钟,50°C
20141110163436,开,开,关,39°C,25%,26,15分钟,50°C
20141110163438,开,开,关,38°C,25%,26,17分钟,50°C
20141110163444,开,开,关,38°C,25%,26,16分钟,50°C
20141110163446,开,开,关,37°C,25%,26,18分钟,50°C
20141110163501,开,开,关,37°C,25%,25,18分钟,50°C
20141110163502,开,开,关,36°C,25%,25,19分钟,50°C
20141110163506,开,开,关,36°C,25%,26,19分钟,50°C
20141110163514,开,开,关,35°C,25%,25,21分钟,50°C
20141110163520,开,开,关,35°C,25%,26,21分钟,50°C
20141110163522,开,开,关,35°C,25%,25,21分钟,50°C
20141110163524,开,开,关,35°C,25%,25,20分钟,50°C
20141110163526,开,开,关,34°C,25%,26,22分钟,50°C
20141110163530,开,开,关,34°C,25%,25,22分钟,50°C
20141110163532,开,开,关,34°C,25%,26,22分钟,50°C
20141110163536,开,开,关,34°C,25%,25,22分钟,50°C
20141110163538,开,开,关,34°C,25%,26,22分钟,50°C
20141110163540,开,开,关,34°C,25%,25,22分钟,50°C
20141110163544,开,开,关,34°C,25%,26,22分钟,50°C
20141110163549,开,开,关,34°C,25%,25,22分钟,50°C
20141110163553,开,开,关,33°C,25%,25,24分钟,50°C
20141110163555,开,开,关,33°C,25%,26,24分钟,50°C
20141110163557,开,开,关,33°C,25%,26,23分钟,50°C
20141110163559,开,开,关,33°C,25%,25,23分钟,50°C
20141110163601,开,开,关,33°C,25%,26,23分钟,50°C
20141110163603,开,开,关,32°C,25%,26,25分钟,50°C
20141110163605,开,开,关,32°C,25%,25,25分钟,50°C
20141110163609,开,开,关,32°C,25%,26,25分钟,50°C
20141110163611,开,开,关,32°C,25%,20,25分钟,50°C
20141110163619,开,开,关,32°C,25%,0,25分钟,50°C
20141110163715,开,开,关,31°C,25%,0,26分钟,50°C
20141110163808,开,开,关,31°C,25%,0,25分钟,50°C
20141110163840,开,开,关,32°C,25%,0,25分钟,50°C
20141110163908,开,开,关,32°C,25%,0,24分钟,50°C
20141110163914,开,开,关,33°C,25%,0,24分钟,50°C
20141110163951,开,开,关,33°C,25%,0,23分钟,50°C
20141110164033,开,开,关,34°C,25%,0,22分钟,50°C
20141110164051,开,开,关,34°C,25%,0,21分钟,50°C
20141110164108,开,开,关,35°C,25%,0,21分钟,50°C
20141110164146,开,开,关,35°C,25%,0,20分钟,50°C
20141110164222,开,开,关,36°C,25%,0,19分钟,50°C
20141110164248,开,开,关,37°C,25%,0,18分钟,50°C
20141110164323,开,开,关,37°C,25%,0,17分钟,50°C
20141110164325,开,开,关,38°C,25%,0,17分钟,50°C
20141110164359,开,开,关,38°C,25%,0,16分钟,50°C
20141110164438,开,开,关,39°C,25%,0,15分钟,50°C
20141110164454,开,开,关,39°C,25%,0,14分钟,50°C
20141110164506,开,开,关,40°C,25%,0,14分钟,50°C
20141110164530,开,开,关,40°C,25%,0,13分钟,50°C
20141110164616,开,开,关,41°C,25%,0,12分钟,50°C
20141110164637,开,开,关,41°C,25%,0,11分钟,50°C
20141110164659,开,开,关,42°C,25%,0,11分钟,50°C
20141110164737,开,开,关,42°C,25%,0,10分钟,50°C
20141110164814,开,开,关,43°C,25%,0,9分钟,50°C
20141110164846,开,开,关,44°C,25%,0,8分钟,50°C
20141110164908,开,开,关,44°C,25%,0,7分钟,50°C
20141110164914,开,开,关,45°C,25%,0,7分钟,50°C
20141110164926,开,开,关,44°C,25%,0,8分钟,50°C
20141110165009,开,开,关,45°C,25%,0,6分钟,50°C
20141110165051,开,开,关,46°C,25%,0,5分钟,50°C
20141110165103,开,开,关,46°C,25%,0,4分钟,50°C
20141110165119,开,开,关,47°C,25%,0,4分钟,50°C
20141110165210,开,开,关,47°C,25%,0,3分钟,50°C
20141110165252,开,开,关,48°C,25%,0,2分钟,50°C
20141110165319,开,开,关,49°C,25%,0,1分钟,50°C
20141110165347,开,开,关,49°C,25%,0,0分钟,50°C
20141110165349,开,关,开,50°C,100%,0,0分钟,50°C
20141110165719,开,关,开,50°C,50%,0,0分钟,50°C
20141110165725,开,关,开,51°C,50%,0,0分钟,50°C
20141110165737,开,关,开,50°C,50%,0,0分钟,50°C
20141110165743,开,关,开,51°C,50%,0,0分钟,50°C
20141110165755,开,关,开,50°C,50%,0,0分钟,50°C
20141110165807,开,关,开,51°C,50%,0,0分钟,50°C
20141110174852,开,关,开,50°C,50%,0,0分钟,50°C
20141110180032,开,关,开,50°C,50%,0,0分钟,50°C
20141110180034,开,关,开,50°C,50%,8,0分钟,50°C
20141110180640,开,关,开,50°C,50%,0,0分钟,50°C
20141110180646,开,关,开,49°C,50%,0,0分钟,50°C
20141110180804,开,关,开,50°C,50%,0,0分钟,50°C
20141110180811,开,关,开,49°C,50%,0,0分钟,50°C
20141110180913,开,关,开,50°C,50%,0,0分钟,50°C
20141110180917,开,关,开,49°C,50%,0,0分钟,50°C
20141110180929,开,关,开,50°C,50%,0,0分钟,50°C
20141110180936,开,关,开,49°C,50%,0,0分钟,50°C
20141110180954,开,关,开,50°C,50%,0,0分钟,50°C
20141110181000,开,关,开,49°C,50%,0,0分钟,50°C
20141110181048,开,关,开,50°C,50%,0,0分钟,50°C
20141110181106,开,关,开,49°C,50%,0,0分钟,50°C
20141110181112,开,关,开,50°C,50%,0,0分钟,50°C
20141110181118,开,关,开,49°C,50%,0,0分钟,50°C
20141110181124,开,关,开,50°C,50%,0,0分钟,50°C
20141110181143,开,关,开,49°C,50%,0,0分钟,50°C
20141110181207,开,关,开,50°C,50%,0,0分钟,50°C
20141110181219,开,关,开,49°C,50%,0,0分钟,50°C
20141110181225,开,关,开,50°C,50%,0,0分钟,50°C
20141110181249,开,关,开,49°C,50%,0,0分钟,50°C
20141110181255,开,关,开,50°C,50%,0,0分钟,50°C
20141110181301,开,关,开,49°C,50%,0,0分钟,50°C
20141110181307,开,关,开,50°C,50%,0,0分钟,50°C
20141110181313,开,关,开,49°C,50%,0,0分钟,50°C
20141110181326,开,关,开,50°C,50%,0,0分钟,50°C
20141110181402,开,关,开,49°C,50%,0,0分钟,50°C
20141110181408,开,关,开,50°C,50%,0,0分钟,50°C
20141110181420,开,关,开,49°C,50%,0,0分钟,50°C
20141110181426,开,关,开,50°C,50%,0,0分钟,50°C
20141110181603,开,关,开,49°C,50%,0,0分钟,50°C
20141110181609,开,关,开,50°C,50%,0,0分钟,50°C
20141110184435,开,关,开,49°C,50%,0,0分钟,50°C
20141110185217,开,关,开,49°C,50%,0,0分钟,50°C
20141110185219,开,关,开,49°C,50%,16,0分钟,50°C
20141110185221,开,关,开,50°C,100%,8,0分钟,50°C
20141110185229,开,开,关,49°C,50%,57,1分钟,50°C
20141110185231,开,开,关,49°C,50%,58,1分钟,50°C
20141110185234,开,开,关,49°C,50%,56,1分钟,50°C
20141110185242,开,开,关,49°C,50%,57,1分钟,50°C
20141110185244,开,开,关,49°C,50%,58,1分钟,50°C
20141110185252,开,开,关,49°C,50%,57,1分钟,50°C
20141110185254,开,开,关,49°C,50%,58,1分钟,50°C
20141110185300,开,开,关,49°C,50%,57,1分钟,50°C
20141110185302,开,关,开,50°C,100%,0,0分钟,50°C
20141110185336,开,关,开,50°C,50%,0,0分钟,50°C
